Marca,Nome,Review
CARE NATURAL BEAUTY,ÓLEO DE LIMPEZA FACIAL CARE NATURAL BEAUTY SUPER CLEANSING OIL,O MELHOR!
CARE NATURAL BEAUTY,ÓLEO DE LIMPEZA FACIAL CARE NATURAL BEAUTY SUPER CLEANSING OIL,"amei! deixa a pele bem hidratada após o uso, um dos melhores que ja usei sem dúvidas.."
CAUDALIE,ESPUMA DE LIMPEZA CAUDALIE VINOCLEAN,"SUAVE, DELICADO, MARAVILHOSO!"
CAUDALIE,ESPUMA DE LIMPEZA CAUDALIE VINOCLEAN,"A pele fica limpa sem ressecar. Eu amo a Caudalie, troquei todos os meus produtos de skincare por 4 da Caudalie (espuma, serum, creme hidratante e óleo). Finalmente uma rotina possível, prática e com resultado ♥️"
CAUDALIE,ESPUMA DE LIMPEZA CAUDALIE VINOCLEAN,"Cheiroso, espuma cremosa, limpa sem Deixar ressecado, uso e sinto a pele mais clara."
CAUDALIE,ESPUMA DE LIMPEZA CAUDALIE VINOCLEAN,"Uma das melhores espumas de limpeza. Só não gostei muito do cheiro, mas isso é o de menos, o que importa é que faz o que promete."
CAUDALIE,ESPUMA DE LIMPEZA CAUDALIE VINOCLEAN,"Senti realmente a sensação de limpeza da pele, mas sem o ressecamento... Adorei o cheirinho..."
CAUDALIE,ESPUMA DE LIMPEZA CAUDALIE VINOCLEAN,"A espuma de limpeza é bem levinha, o cheiro é super delicado e senti delicadeza na pele após o uso"
CAUDALIE,ESPUMA DE LIMPEZA CAUDALIE VINOCLEAN,Bem suave mais a sensação e única amei continuarei comprando
CAUDALIE,ESPUMA DE LIMPEZA CAUDALIE VINOCLEAN,"Ainda vou experimentar! ANSIOSA Mais o cheirinho e uma belezinha"
CAUDALIE,ESPUMA DE LIMPEZA CAUDALIE VINOCLEAN,A espuma limpa sem ressecar e deixa a pele com aquela sensação de frescor.
CAUDALIE,TÔNICO HIDRATANTE CAUDALIE VINOCLEAN COM ÁGUA DE ROSAS,ÓTIMO TÔNICO E CUMPRE OQ PROMETE
CAUDALIE,TÔNICO HIDRATANTE CAUDALIE VINOCLEAN COM ÁGUA DE ROSAS,"é um tônico muuuito bom! Ele hidrata e uniformiza o tom da pele, refresca e deixa uma sensação de limpeza na pele, o cheiro é desagradavel porém os benefeicios anulam esse defeito, mas acho que pessoas sensíveis a cheiro químico não vão amar tanto, pois consigo sentir o cheiro em minhas mãos após uso e no rosto as vezes, e também recomendo o uso sem algodão! meninas de pele acneica!! partículas do algodão pode, entupir seus poros e resultar em espinha, recomendo colocar um pouco de prodto nass mãos e espalhar no rosto após limpeza, em geral, ótimo produto, recomendo demais!!! minha pele é oleosa e amou o produto, o rosto depois de um tempo não fica oleoso, realmente acho que deixa um aspecto ""acabei de sair do banho e tenho a pele perfeita assim mesmo"" mas acredito que n deve ser usado sozinho, para peles secas recomendo uso de um hidratante após para n descascar, ele sozinho n entrega uma hidratação de alta qualidade, e lembrem sempre de passar protetor solar de manhã!"
CAUDALIE,TÔNICO HIDRATANTE CAUDALIE VINOCLEAN COM ÁGUA DE ROSAS,"Melhor loção tônica que já usei. Não irrita a pele, deixa a pele ótima para os próximos passos e até para a make."
CAUDALIE,TÔNICO HIDRATANTE CAUDALIE VINOCLEAN COM ÁGUA DE ROSAS,"Comprei há um mes na loja fisica, provei antes pois geralmente os produtos da caudalie tem cheiro forte, esse não tem! minha pele é extremanente oleosa e nao gosto de produtos com alcool, uso ele após lavar com sabonete para retirar todas as impurezas da pele resto de maquiagem! nota 10!"
CAUDALIE,TÔNICO HIDRATANTE CAUDALIE VINOCLEAN COM ÁGUA DE ROSAS,"Eu amo esse tonico por ser hidratante. Uso sem algodão mesmo, com as mãos, para um primeiro passo após a limpeza. É meu segundo frasco e eu sou apaixonada! Rende muito!"
CLARINS,LOÇÃO TONIFICANTE HIDRATANTE CLARINS,FINALMENTE ACHEI MEU HIDRATANTE PARA ACNE FUNGICA
CLARINS,LOÇÃO TONIFICANTE HIDRATANTE CLARINS,"MELHOR HIDRATANTE QUE JA USEI!!! Estou tão feliz por finalmente conseguir usar um produto. nunca me dou bem com hidratantes, mas esse salvou minha pele. Por favor clarins nunca saia do brasil. Minha nova marca preferida de skincare <3 devia ser mais falada."
CLARINS,LOÇÃO TONIFICANTE HIDRATANTE CLARINS,Recomendo esse produto. Limpa a pele e deixa super macia
CLARINS,LOÇÃO TONIFICANTE HIDRATANTE CLARINS,"Maravilhoso! A pele fica limpinha, hidratada e cheirosa!"
CAUDALIE,SÉRUM CAUDALIE RESVERATROL-LIFT FIRMADOR INSTANTÂNEO ALTERNATIVA AO RETINOL,MUUUITO BOM
CAUDALIE,SÉRUM CAUDALIE RESVERATROL-LIFT FIRMADOR INSTANTÂNEO ALTERNATIVA AO RETINOL,Comprei há dois meses e é perfeito. Deixa a pele lisa e revigorada. Comprarei novamente com certeza.
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL RÉNERGIE MULT-LIFT,SENSAÇÃO LEVE EM CREME ANTI IDADE
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL RÉNERGIE MULT-LIFT,"Comecei a usar este mês e ele faz diferença Não deixa sensação de pegajoso, é leve, mas cumpre o que promete Já na primeira semana, aplicando com movimentos ascendentes, eu notei melhorar bastante o contorno do rosto e as rugas de expressão profundas, como as dos cantos da boca, que praticamente sumiram Fantástico!!"
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL RÉNERGIE MULT-LIFT,"Faço uso deste produto há sete anos e afirmo que o creme tem ótima textura: espesso e hidratante, sem pesar na pele. Vale lembrar que ele é um anti-idade, próprio para 40+"
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL RÉNERGIE MULT-LIFT,"Esse produto não se adaptou a minha pele, tenho pele mista, achei ele bem gorduroso e toda vez que passo saem bolinhas no meu rosto no dia seguinte, não sei se são acnes ou um processo alérgico, não recomendo esse produto."
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL RÉNERGIE MULT-LIFT,"Eu uso esse produto tem mais de 3 anos! Super recomendo, excelente!"
LANCÔME,MÁSCARA ESFOLIANTE FACIAL LANCÔME ROSE SUGAR SCRUB,"Muito confortável, deixa a pele macia e não resseca. Aprovado."
LANCÔME,MÁSCARA ESFOLIANTE FACIAL LANCÔME ROSE SUGAR SCRUB,"Há 2 anos que uso o esfoliante.. minha pele é seca é muito sensível. O produto é excelente, deixa minha pele limpa, sedosa e iluminada,"
LANCÔME,MÁSCARA ESFOLIANTE FACIAL LANCÔME ROSE SUGAR SCRUB,Rose Sugar Scrub realmente ajuda a preparar a pele para o uso de outros produtos. Deixou a pele suave e com toque macio.
LANCÔME,MÁSCARA ESFOLIANTE FACIAL LANCÔME ROSE SUGAR SCRUB,Essa linha ganha muito pelo seu sensorial incrível e cheiro relaxante. O cheirinho de rosas muda tudo para melhor e traz sensação de refresco.
LANCÔME,MÁSCARA ESFOLIANTE FACIAL LANCÔME ROSE SUGAR SCRUB,"Esse esfoliante é suave e acho ideal para uso semanal, não é agressivo mas também não é de forma alguma aqueles que não tem efeito nenhum sob a pele."
LANCÔME,MÁSCARA ESFOLIANTE FACIAL LANCÔME ROSE SUGAR SCRUB,Recomendo essa linha com tranquilidade
LANCÔME,MÁSCARA ESFOLIANTE FACIAL LANCÔME ROSE SUGAR SCRUB,"muito bom, esfolia com suavidade e hidrata ao mesmo tempo"
SEPHORA COLLECTION,CREME FIRMADOR DIURNO SEPHORA COLLECTION FIRMING DAY CREAM,ENTREGA!!
SEPHORA COLLECTION,CREME FIRMADOR DIURNO SEPHORA COLLECTION FIRMING DAY CREAM,"Excelente produto, especialmente para pele sensível, alérgica, propensa à dermatites e eczema!"
LANCÔME,SÉRUM PARA OS OLHOS LANCÔME ADVANCED GÉNIFIQUE LIGHT PEARL,ADORO ESSE PRODUTO
LANCÔME,SÉRUM PARA OS OLHOS LANCÔME ADVANCED GÉNIFIQUE LIGHT PEARL,"Ele é suave, adoro que ele é super fresquinho, o seu aplicador e com aquela bolinha na ponta, que ajuda a massagear. Vale a pena!"
BANILA CO,BALM DE LIMPEZA BANILA CO CLEAN IT ZERO ORIGINAL BY HELLO KITTY,MARAVILLOSO!
BANILA CO,BALM DE LIMPEZA BANILA CO CLEAN IT ZERO ORIGINAL BY HELLO KITTY,"comprei no começo do ano e ainda tem um monte, rende muuuito e derrete toda make, até rímel a prova d’água. tenho a pele com tendencia a acne e o produto não provocou nenhum breakout. vale a pena demais"
BANILA CO,BALM DE LIMPEZA BANILA CO CLEAN IT ZERO ORIGINAL BY HELLO KITTY,perfeito pra quem tem dificuldades para tirar a make
GUERLAIN,BEE GLOW - HIDRATAÇÃO COM EFEITO DEWY - ABEILLE ROYALE,INCRÍVEL!
GUERLAIN,BEE GLOW - HIDRATAÇÃO COM EFEITO DEWY - ABEILLE ROYALE,"ganhei amostra gratis dele, achei maravilhoso. minha pele é oleosa e mista, mas ele deixa poros suavemente discretos, a pele macia e com viço nada oleosa nem pegajosa, amei amei. quando baixar o valor compro o tamanho real."
GUERLAIN,BEE GLOW - HIDRATAÇÃO COM EFEITO DEWY - ABEILLE ROYALE,Comprei tem uns 3 dias e já estou amando pele maravilhosa topppppp
GUERLAIN,BEE GLOW - HIDRATAÇÃO COM EFEITO DEWY - ABEILLE ROYALE,"Pele madura e oleosa, podendo ter acne Este serum me deixa hidratada sem ficar oleosa Eu adoro, uso faz uns 4 meses"
GUERLAIN,BEE GLOW - HIDRATAÇÃO COM EFEITO DEWY - ABEILLE ROYALE,Produto excelente. A observação é que para pele oleosas aumenta a chance de dar acnes.
GUERLAIN,ÓLEO DE LIMPEZA GUERLAIN ANTI-POLUIÇÃO ABEILLE ROYALE,SENSORIAL MARAVILHOSO
GUERLAIN,ÓLEO DE LIMPEZA GUERLAIN ANTI-POLUIÇÃO ABEILLE ROYALE,"Cheiro maravilhoso com fundo de mel. Assim que aplico na pele com os dedos, não resisto e dou uma inalada profunda com as mãos em concha sobre o nariz. Uma delícia! Limpa e pele profundamente deixando-a radiante e hidratada. Daí os seguintes passos com os demais produtos da linha (os demais produtos não tem o mesmo cheiro do óleo) te levam cada vez mais à hidratação e nutrição da pele. Tenho 44 anos, pele oleosa que desidratou logo após os 40 anos. Só agora com os produtos da Abeille Royal que recuperei a hidratação da minha pele, que fica viçosa emitindo luz (sem aspecto de sebo) até a hora da rotina da noite. Tratar a pele com Abeille Royal passou a ser um cuidado de amor."
GUERLAIN,ÓLEO DE LIMPEZA GUERLAIN ANTI-POLUIÇÃO ABEILLE ROYALE,"Enfim, o óleo não só limpa como hidrata a pele."
GUERLAIN,ÓLEO DE LIMPEZA GUERLAIN ANTI-POLUIÇÃO ABEILLE ROYALE,"Esse óleo é incrível! Uso dois pumps na face e estendo a massagem/limpeza até o pescoço. Com ou sem maquiagem, uso antes do banho Após o enxágue, eu seco apenas pressionando levemente a toalha no rosto e fico alguns minutos desfrutando do conforto incrível e imediato que a pele sente. É uma delícia e a pele fica pronta para completar a rotina de cuidados diários. É um cuidado que vira carinho na pele! Amei e não fico sem."
GUERLAIN,ÓLEO DE LIMPEZA GUERLAIN ANTI-POLUIÇÃO ABEILLE ROYALE,"Perfume, sensorial e efeito: tudo funciona neste produto. Adquiri recentemente o óleo de limpeza da Shiseido para testar, pois este havido acabado, e me arrependi. O sensorial de aplicar este produto, atrelado ao perfume, não tem igual. E a maciez que fica na pele depois! Nos dias de frios, nem faço a dupla limpeza, depois dele já sigo para a loção. Perfeito, valeu cada centavo."
GUERLAIN,ÓLEO DE LIMPEZA GUERLAIN ANTI-POLUIÇÃO ABEILLE ROYALE,Amei. Deixa a pele macia limpinha e não oleoso.
GUERLAIN,ÓLEO DE LIMPEZA GUERLAIN ANTI-POLUIÇÃO ABEILLE ROYALE,O melhor demaquilante de todos q usei.
GUERLAIN,ÓLEO DE LIMPEZA GUERLAIN ANTI-POLUIÇÃO ABEILLE ROYALE,"O óleo é ótimo, porém quando recebi ele estava vazando e melecou todos os outros produtos que estava juntos, filme sobrou somente metade do produto oque me deixou bem triste porque convenhamos é um produto caro,então sai no prejuízo."
GUERLAIN,PURE RADIANCE CLEANSER (DESMAQUILLANTE),"Esse é um produto que rende muito e tem efeitos super positivos na pele. Apesar da função de limpeza, deixa a cútis sedosa, clara, sem oleosidade excessiva e com glow natural. Um item obrigatório na rotina de skincare. Gentil e eficaz."
GUERLAIN,PURE RADIANCE CLEANSER (DESMAQUILLANTE),"Simplesmente amei, uso para lavar o rosto após o banho e a pele fica com uma textura brilhante, aveludada, hidratada e super limpinha."
GUERLAIN,PURE RADIANCE CLEANSER (DESMAQUILLANTE),"Amei essa espuma, apenas um pump e rende bem, cheirinho delicado e gostoso, a pele fica super lisa e limpa."
GUERLAIN,PURE RADIANCE CLEANSER (DESMAQUILLANTE),"rende , cheiro agradavel, deixa a pele confortável"
LA MER,HIDRATANTE LA MER MOISTURIZING FRESH CREAM,GLOW EXPLENDIDO
LA MER,HIDRATANTE LA MER MOISTURIZING FRESH CREAM,"comprei essa produto a duas semanas, deixa a pele com um glow fora do normal e um toque super aveludado. Comprei do maior e se tivesse maior ainda, tambem compraria. Para pele oleosa ele é sem duvidas o MELHOR! comprem sem medo"
CLARINS,SÉRUM REJUVENESCEDOR FACIAL CLARINS DOUBLE SERUM,MELHOR SÉRUM DE TODOS
CLARINS,SÉRUM REJUVENESCEDOR FACIAL CLARINS DOUBLE SERUM,"Cumpre todas as propostas e promessas. Desde o primeiro uso percebe-se a pele revigorada, hidratada ao máximo, radiante e altamente regenerada (faço uso de retinol que deixa a pele muito sensível, porém combinado com esse sérum não sinto mais nada de efeito colateral do composto, somente os benefícios). Não recomendo para peles acneicas; também devo alertar o pessoal da pele oleosa para usar somente durante a noite!! De todos os séruns de luxo ou nicho (como Ultimune, Genefique, Advanced N R, Drunk Elephant…) esse é de longe o mais eficaz!! Atenua instantaneamente as linhas finas e profundidades no rosto, deixa uma pele de cinema! Comprem comprem comprem"
CLARINS,SÉRUM REJUVENESCEDOR FACIAL CLARINS DOUBLE SERUM,"O meu acabou e eu ja estou indo pro terceiro tubo! Super recomendo, ele é maravilhoso!!"
CLARINS,SÉRUM REJUVENESCEDOR FACIAL CLARINS DOUBLE SERUM,"Amo demais! Tem um cheiro muito bom rs e é MARAVILHOSO! Já usei vários outros ótimos, mas nenhum se compara!"
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL RÉNERGIE MULT-LIFT,SENSAÇÃO LEVE EM CREME ANTI IDADE
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL RÉNERGIE MULT-LIFT,"Comecei a usar este mês e ele faz diferença Não deixa sensação de pegajoso, é leve, mas cumpre o que promete Já na primeira semana, aplicando com movimentos ascendentes, eu notei melhorar bastante o contorno do rosto e as rugas de expressão profundas, como as dos cantos da boca, que praticamente sumiram Fantástico!!"
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL RÉNERGIE MULT-LIFT,"Faço uso deste produto há sete anos e afirmo que o creme tem ótima textura: espesso e hidratante, sem pesar na pele. Vale lembrar que ele é um anti-idade, próprio para 40+"
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL RÉNERGIE MULT-LIFT,"Esse produto não se adaptou a minha pele, tenho pele mista, achei ele bem gorduroso e toda vez que passo saem bolinhas no meu rosto no dia seguinte, não sei se são acnes ou um processo alérgico, não recomendo esse produto."
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL RÉNERGIE MULT-LIFT,"Eu uso esse produto tem mais de 3 anos! Super recomendo, excelente!"
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL GÉNIFIQUE,"Comprei o produto porque a marca é famosa e as avaliações eram boas, contudo após um mês de uso, sinto apenas meu rosto hidratado sem deixar oleoso, coisa que muitos produtos bem mais em conta conseguem fazer. Com relação a luminosidade do rosto, não vi nenhuma diferença, portanto será muito difícil adquiri novamente."
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL GÉNIFIQUE,"Amei!!!! Além de melhorar a aparência em geral, melhorou uma dermatite que tinha aparecido na minha pele devido ao estress que não melhorava com nada.... E os resultados estão melhores à cada dia."
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL GÉNIFIQUE,"Fiquei surpresa com o produto. Deixa a pele mais clara na primeira noite e acalma. A pele fica macia, os poros diminuem e imperfeições melhoram visivelmente."
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL GÉNIFIQUE,"Produto muito bom. Deixa a textura da pele ótima. Consegui reduzir muito o número de produtos que preciso para skin care, já que os produtos dessa linha deixam a pele simplesmente perfeita. Não precisa de muito mais. É caro, mas vale cada centavo."
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL GÉNIFIQUE,"Creme versátil, pouca fragrância e serve para o dia e a noite. Tenho pele oleosa e estou conseguindo usar, diferente da versão noturna, que é pesado. No dia já sinto minha pele um pouco mais oleosa, mas é possível o uso com pó compacto."
LANCÔME,CREME ANTIENVELHECIMENTO FACIAL GÉNIFIQUE,"Estava com muitas dúvidas sobre o produto, mas depois de ler as opiniões me decidi pedi esse e também o da área dos olhos. Estou louca para usar. Espero não me arrepender! Assim que usar relato a experiência."
GIVENCHY,MÁSCARA FACIAL GIVENCHY SKIN RESSOURCE,MUITO BOM
GIVENCHY,MÁSCARA FACIAL GIVENCHY SKIN RESSOURCE,"primeiro usei o hidratante, depois essa mascara e me viciei. muito boa, hidrata muito a minha pele sem deixar oleosa. minha pele ja é oleosa e com tendência a acne, mas ele hidrata profundamente sem pesar em nada. viciei!"
DIOR,CREME HIDRATANTE NOTURNO DIOR PRESTIGE MIDNIGHT BALM,PÉSSIMOS RECURSOS
DIOR,CREME HIDRATANTE NOTURNO DIOR PRESTIGE MIDNIGHT BALM,"Pior creme da minha vida, ainda bem que sou milionária"
DRUNK ELEPHANT,CREME HIDRATANTE DRUNK ELEPHANT BORA BARRIER REPAIR CREAM,MARAVILHOSO
DRUNK ELEPHANT,CREME HIDRATANTE DRUNK ELEPHANT BORA BARRIER REPAIR CREAM,super valido para quem tem a pele seca. está salvando a minha pele.
DRUNK ELEPHANT,CREME HIDRATANTE DRUNK ELEPHANT BORA BARRIER REPAIR CREAM,"Esse creme é maravilhoso, ele deixa a pele macia, hidratada e com um brilho maravilhoso .Ele tem uma textura mais consistente, comparado os outros da linha"
DRUNK ELEPHANT,CREME HIDRATANTE DRUNK ELEPHANT BORA BARRIER REPAIR CREAM,"surreal de perfeito, deixou mimha pele super hidratada e macia"
DRUNK ELEPHANT,CREME HIDRATANTE DRUNK ELEPHANT BORA BARRIER REPAIR CREAM,"Ele e basicamente uma pomada! e EU acho q ele pesa no rosto,n sei se e pq usava o roxinho e ele e bem mas leve q esse,e uma hidratação mais profunda,eu indico para a noite,sempre q vou passar acido eu passo ele,gosto.mas n acho q vale mas apena q o roxo e o verde! (experiência propia!)"
DRUNK ELEPHANT,CREME HIDRATANTE DRUNK ELEPHANT BORA BARRIER REPAIR CREAM,"surreal de perfeito, deixou mimha pele super hidratada e macia"
DRUNK ELEPHANT,CREME HIDRATANTE DRUNK ELEPHANT BORA BARRIER REPAIR CREAM,"surreal de perfeito, deixou mimha pele super hidratada e macia"
DRUNK ELEPHANT,CREME HIDRATANTE DRUNK ELEPHANT BORA BARRIER REPAIR CREAM,"surreal de perfeito, deixou mimha pele super hidratada e macia"
DRUNK ELEPHANT,CREME HIDRATANTE DRUNK ELEPHANT BORA BARRIER REPAIR CREAM,"surreal de perfeito, deixou mimha pele super hidratada e macia"
DRUNK ELEPHANT,SÉRUM GLICÓLICO NOTURNO DRUNK ELEPHANT T.L.C FRAMBOOS GLYCOLIC NIGHT SERUM,NORMAL
DRUNK ELEPHANT,SÉRUM GLICÓLICO NOTURNO DRUNK ELEPHANT T.L.C FRAMBOOS GLYCOLIC NIGHT SERUM,"Achei um ácido gligolico normal, como outros no mercado. Inclusive ja usei ele com o F-balm, com o óleo de marula, com o protini e fiz as misturas recomendadas pela marca, mas não achei que esse produto em si fez diferença nos ultimos 6 meses que tenho usado. Na minha pele ele tem o mesmo efeito de outros seruns glicolicos, então para mim não vale o preço, diferentemente dos hidratantes da marca, que eu acho que valem cada centavo."
DRUNK ELEPHANT,SÉRUM GLICÓLICO NOTURNO DRUNK ELEPHANT T.L.C FRAMBOOS GLYCOLIC NIGHT SERUM,"Não estava dando nadinha por esse sérum, pois já testei outros produtos com ácido glicólico e não me apaixonei, mas esse sérum minhas queridas, isso é ouro pra pele acneica, ele SECA as espinhas da noite pro dia, é incrível. Desde que parei com o anticoncepcional, passei a ter muitas espinhas hormonais e ele tem me ajudado muito a descongestionar a pele. Além disso a fórmula é muito suave pra pele sensível, ele não ardeu em nenhum momento no meu rosto, amei e agora não largo nunca mais!"
DRUNK ELEPHANT,SÉRUM GLICÓLICO NOTURNO DRUNK ELEPHANT T.L.C FRAMBOOS GLYCOLIC NIGHT SERUM,"Não é ruim mas não vale o preço. Comprem algum serum da skinceuticals, que é mais barato e tem mais resultado. Ja os hidratantes da drunk são os melhores."
DRUNK ELEPHANT,SÉRUM GLICÓLICO NOTURNO DRUNK ELEPHANT T.L.C FRAMBOOS GLYCOLIC NIGHT SERUM,"Eu gostaria de não ter gostado do produto, porque o preço é muito salgado! Mas a verdade é que eu amei o serum, a pele fica mto macia, ótimo produto!"
